,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Export OF QUERY RESULTS FROM EyeOnWater
24371,1,6/15/2023 10:15:05 AM,1,6/15/2023 10:15:04 AM,48.476927302708,9.1840302568104,1022361,6186568,10,png,6/15/2023 8:20:01 AM,iOS,"iPhone13,1",0B1A102B-D078-450C-93B2-FDEECDD27209,4,,,16,14,0,66,eowcolor,1183,1183,Jenke,60,1,1,0,20,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24371.png,?,0,1,,,51.731706023776,51.561822904607,,,,,,49.475837627937,15,49.329986764805,15,0,0,0,0,51.731706023776,14,51.561822904607,14,http://www.eyeonwater.org/media/eyeonwater_upload/24371.png,Jenke
24370,1,6/15/2023 10:11:53 AM,1,6/15/2023 10:11:50 AM,48.476925547323,9.184984635168,1022467,6186568,10,png,6/15/2023 8:16:48 AM,iOS,"iPhone12,8",6BD1B0D0-FE0D-488B-84BD-C34A4C90CE87,4,,,17,16,0,0.66,eowcolor,1153,1153,LC57,60,1,1,0,22,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24370.png,?,0,1,,,44.657037688425,47.272836132869,,,,,,42.280973467457,16,44.839036297302,16,0,0,0,0,44.657037688425,16,47.272836132869,15,http://www.eyeonwater.org/media/eyeonwater_upload/24370.png,LC57
24369,1,6/15/2023 10:11:53 AM,1,6/15/2023 10:11:50 AM,48.476603272986,9.1798285070091,1021893,6186514,0,png,6/15/2023 8:16:48 AM,iOS,"iPhone13,1",0B1A102B-D078-450C-93B2-FDEECDD27209,4,,,16,14,0,66,eowcolor,0,,,,,,0,20,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24369.png,?,0,1,,,51.49672077974,54.180780065735,,,,,,49.634096921355,15,51.968688044478,14,0,0,0,0,51.49672077974,14,54.180780065735,14,http://www.eyeonwater.org/media/eyeonwater_upload/24369.png,
24368,1,6/15/2023 10:10:30 AM,1,6/15/2023 10:10:28 AM,48.476999178574,9.1848174948331,1022449,6186580,0,png,6/15/2023 8:15:26 AM,iOS,"iPhone13,1",0B1A102B-D078-450C-93B2-FDEECDD27209,9,,,16,14,0,0,eowcolor,0,,,,,,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24368.png,?,0,1,,,53.901933873115,51.963966490838,,,,,,54.284053681168,14,49.334464084731,15,0,0,0,0,53.901933873115,14,51.963966490838,14,http://www.eyeonwater.org/media/eyeonwater_upload/24368.png,
24242,1,5/16/2023 4:12:03 PM,1,5/16/2023 9:36:51 AM,48.47664995591,9.1802384336501,1021939,6186521,10,png,5/16/2023 7:41:43 AM,iOS,"iPhone14,2",0D9F19EA-93A1-496D-B788-317C113A5287,13,,,17,16,0,0.62,eowcolor,1158,1158,Koco,70,2,1,100,14,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24242.png,?,0,1,,,41.257296768907,39.912973740409,,,,,,35.136416716398,17,30.739480949082,18,0,0,0,0,41.257296768907,16,39.912973740409,16,http://www.eyeonwater.org/media/eyeonwater_upload/24242.png,Koco
24241,1,5/16/2023 9:36:47 AM,1,5/16/2023 9:36:44 AM,48.4746734,9.1746251,1021314,6186190,0,png,5/16/2023 7:41:36 AM,Android,2201116SG,0228a9d88d724e4d,10,,,14,18,0,0.62,eowcolor,0,,,,,,100,14,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24241.png,?,0,1,,,,34.102666805077,,,,,,,0,9.5736963798493,21,0,0,0,0,,0,34.102666805077,18,http://www.eyeonwater.org/media/eyeonwater_upload/24241.png,
24240,1,5/16/2023 9:36:47 AM,1,5/16/2023 9:35:45 AM,48.477112669543,9.1857017017986,1022547,6186599,10,png,5/16/2023 7:40:37 AM,iOS,"iPhone14,2",0D9F19EA-93A1-496D-B788-317C113A5287,12,,,17,17,0,62,eowcolor,1158,1158,Koco,70,2,1,100,14,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24240.png,?,0,1,,,,35.971911936728,,,,,,,0,23.247581701462,20,0,0,0,0,,0,35.971911936728,17,http://www.eyeonwater.org/media/eyeonwater_upload/24240.png,Koco
24239,1,5/16/2023 9:35:43 AM,1,5/16/2023 9:35:41 AM,48.478361034695,9.1887052298967,1022881,6186809,0,png,5/16/2023 7:40:32 AM,iOS,"iPhone11,8",106B2737-2C24-430A-9C8D-6BA644109445,4,,,17,19,0,0.62,eowcolor,0,,,,,,100,14,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24239.png,?,0,1,,,,27.797384138019,,,,,,,0,177.5196960189,5,0,0,0,0,,0,27.797384138019,19,http://www.eyeonwater.org/media/eyeonwater_upload/24239.png,
24233,1,5/13/2023 12:43:43 PM,1,5/13/2023 12:43:42 PM,48.4746423,9.1750127,1021357,6186184,10,png,5/13/2023 10:48:29 AM,Android,Pixel 3a,778ba90dd5718e7f,0,,,17,1,0,0.63,australia,254,254,reiner,310,26,3,100,0,7,0,0,https://eyeonwater.org/media/eyeonwater_upload/24233.png,?,0,1,,,,272.18245317093,,,,,,,0,264.4455771732,1,0,0,0,0,,0,272.18245317093,1,http://www.eyeonwater.org/media/eyeonwater_upload/24233.png,reiner
24232,1,5/13/2023 12:17:41 PM,1,5/13/2023 12:17:40 PM,48.4769071,9.1821147,1022148,6186565,10,png,5/13/2023 10:22:28 AM,Android,SM-G991B,4c6e7ed3819a0f3b,4,,,14,15,0,0.63,australia,794,794,fauserja,250,20,3,100,0,7,0,0,https://eyeonwater.org/media/eyeonwater_upload/24232.png,?,0,1,,,,49.656305727281,,,,,,,0,155.00237244811,6,0,8.3,0,0,,0,49.656305727281,15,http://www.eyeonwater.org/media/eyeonwater_upload/24232.png,fauserja
24231,1,5/13/2023 12:13:51 PM,1,5/13/2023 12:13:49 PM,48.4744908,9.1729747,1021130,6186159,10,png,5/13/2023 10:18:37 AM,Android,SM-G991B,4c6e7ed3819a0f3b,9,,,16,1,0,0.63,australia,794,794,fauserja,250,20,3,100,0,7,0,0,https://eyeonwater.org/media/eyeonwater_upload/24231.png,?,0,1,,,,268.97753016096,,,,,,,0,263.09870854367,1,0,0,0,0,,0,268.97753016096,1,http://www.eyeonwater.org/media/eyeonwater_upload/24231.png,fauserja
24230,1,5/13/2023 12:08:36 PM,1,5/13/2023 12:08:35 PM,48.4744908,9.1729747,1021130,6186159,10,png,5/13/2023 10:13:23 AM,Android,SM-G991B,4c6e7ed3819a0f3b,6,,,15,1,0,0,australia,794,794,fauserja,250,20,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24230.png,?,0,1,,,,270.0752059995,,,,,,,0,263.16569181377,1,0,0,0,0,,0,270.0752059995,1,http://www.eyeonwater.org/media/eyeonwater_upload/24230.png,fauserja
24229,1,5/13/2023 11:57:54 AM,1,5/13/2023 11:57:52 AM,48.475647009954,9.1894431319173,1022964,6186353,0,png,5/13/2023 10:02:40 AM,iOS,"iPhone13,2",A4E19B51-BB3E-489B-87B0-C89B2A06A532,6,,,5,18,0,0,eowcolor,0,,,,,,100,13,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24229.png,?,0,1,,,,30.869905692269,,,,,,,0,345.70558360977,1,0,0,0,0,,0,30.869905692269,18,http://www.eyeonwater.org/media/eyeonwater_upload/24229.png,
24228,1,5/13/2023 11:56:35 AM,1,5/13/2023 11:56:33 AM,48.481984,9.1920047,1023249,6187417,10,png,5/13/2023 10:01:21 AM,Android,SM-G991B,4c6e7ed3819a0f3b,7,,,11,1,0,0,australia,1155,1155,schloss4,90,4,1,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24228.png,?,0,1,,,,269.3718134233,,,,,,,0,263.09259876462,1,0,0,0,0,,0,269.3718134233,1,http://www.eyeonwater.org/media/eyeonwater_upload/24228.png,schloss4
24227,1,5/13/2023 11:56:35 AM,1,5/13/2023 11:56:02 AM,48.4746423,9.1750127,1021357,6186184,10,png,5/13/2023 10:00:47 AM,Android,Pixel 3a,778ba90dd5718e7f,0,,,6,1,0,0,australia,254,254,reiner,310,26,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24227.png,?,0,1,,,,289.31344194792,,,,,,,0,271.3334572647,1,0,0,0,0,,0,289.31344194792,1,http://www.eyeonwater.org/media/eyeonwater_upload/24227.png,reiner
24226,1,5/13/2023 11:55:49 AM,1,5/13/2023 11:55:48 AM,48.4746423,9.1750127,1021357,6186184,10,png,5/13/2023 10:00:33 AM,Android,SM-A515F,93487df5dca83d27,2,,,4,1,0,0,australia,944,944,Iman,80,3,1,75,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24226.png,?,0,1,,,,235.57746016861,,,,,,,0,238.4908762244,1,0,0,0,0,,0,235.57746016861,1,http://www.eyeonwater.org/media/eyeonwater_upload/24226.png,Iman
24225,1,5/13/2023 11:55:22 AM,1,5/13/2023 11:55:21 AM,48.4744908,9.1729747,1021130,6186159,10,png,5/13/2023 10:00:08 AM,Android,SM-G991B,4c6e7ed3819a0f3b,10,,,13,1,0,0,australia,1155,1155,schloss4,90,4,1,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24225.png,?,0,1,,,,266.34966830921,,,,,,,0,261.46378536559,1,0,0,0,0,,0,266.34966830921,1,http://www.eyeonwater.org/media/eyeonwater_upload/24225.png,schloss4
24224,1,5/13/2023 11:51:54 AM,1,5/13/2023 11:51:53 AM,48.4778723,9.1975493,1023866,6186727,10,png,5/13/2023 9:56:39 AM,Android,SM-A515F,93487df5dca83d27,-2,,,5,1,0,0,australia,944,944,Iman,80,3,1,75,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24224.png,?,0,1,,,,236.88093917586,,,,,,,0,241.02893469785,1,0,0,0,0,,0,236.88093917586,1,http://www.eyeonwater.org/media/eyeonwater_upload/24224.png,Iman
24222,1,5/12/2023 3:21:54 PM,1,5/12/2023 3:21:49 PM,48.7575594,9.1151314,1014691,6233823,0,png,5/12/2023 1:26:35 PM,Android,2201117TY,96dbe6aa8ff88802,11,,,6,17,0,0,eowcolor,0,,,,,,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24222.png,?,0,1,,,,38.988782278904,,,,,,,0,351.28037738034,1,0,0,0,0,,0,38.988782278904,17,http://www.eyeonwater.org/media/eyeonwater_upload/24222.png,
24221,1,5/12/2023 3:21:54 PM,1,5/12/2023 3:18:01 PM,48.7567308,9.1056485,1013636,6233684,0,png,5/12/2023 1:22:45 PM,Android,2201117TY,96dbe6aa8ff88802,4,,,9,,0,0,eowcolor,0,,,,,,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24221.png,?,0,1,,,,,,,,,,,,,,0,0,0,0,,,,,http://www.eyeonwater.org/media/eyeonwater_upload/24221.png,
24203,1,5/8/2023 10:20:22 AM,1,5/8/2023 10:20:20 AM,48.7732402,9.1659268,1020346,6236472,10,png,5/8/2023 8:24:58 AM,Android,SM-G991B,4c6e7ed3819a0f3b,0,,,14,13,0,0.46,australia,1155,1155,schloss4,90,4,1,100,0,6,0,0,https://eyeonwater.org/media/eyeonwater_upload/24203.png,?,0,1,,,59.645907651029,57.893373439242,,,,,,56.375112599805,14,43.838727846077,16,0,0,0,0,59.645907651029,13,57.893373439242,13,http://www.eyeonwater.org/media/eyeonwater_upload/24203.png,schloss4
24202,1,5/8/2023 10:18:34 AM,1,5/8/2023 10:18:32 AM,48.7723972,9.1645098,1020188,6236329,10,png,5/8/2023 8:23:09 AM,Android,SM-G991B,4c6e7ed3819a0f3b,1,,,13,13,0,0.46,australia,1155,1155,schloss4,90,4,1,100,0,6,0,0,https://eyeonwater.org/media/eyeonwater_upload/24202.png,?,0,1,,,58.613033292128,43.711106306244,,,,,,,0,96.502578794315,8,0,0,0,0,58.613033292128,13,43.711106306244,16,http://www.eyeonwater.org/media/eyeonwater_upload/24202.png,schloss4
24201,1,5/8/2023 10:15:00 AM,1,5/8/2023 10:14:57 AM,48.7727717,9.163887,1020119,6236393,10,png,5/8/2023 8:19:35 AM,Android,motorola edge 20,06a6b2f4ac59ebe0,5,,,15,17,0,0.46,australia,1015,1015,Schloss1,80,3,1,100,0,6,0,0,https://eyeonwater.org/media/eyeonwater_upload/24201.png,?,0,1,,,,37.314441676466,,,,,,,0,12.176522542851,21,0,0,0,0,,0,37.314441676466,17,http://www.eyeonwater.org/media/eyeonwater_upload/24201.png,Schloss1
24200,1,5/8/2023 10:12:27 AM,1,5/8/2023 10:12:24 AM,48.7728037,9.1639311,1020124,6236398,10,png,5/8/2023 8:17:01 AM,Android,motorola edge 20,06a6b2f4ac59ebe0,8,,,13,15,0,0.64,australia,1015,1015,Schloss1,80,3,1,100,0,6,0,0,https://eyeonwater.org/media/eyeonwater_upload/24200.png,?,0,1,,,47.168230348425,46.630169112759,,,,,,,0,26.053585551784,20,0,0,0,0,47.168230348425,15,46.630169112759,15,http://www.eyeonwater.org/media/eyeonwater_upload/24200.png,Schloss1
24199,1,5/8/2023 10:12:27 AM,1,5/8/2023 10:11:18 AM,48.7734469,9.1657198,1020323,6236507,10,png,5/8/2023 8:15:53 AM,Android,motorola edge 20,564db55cbf384b2c,13,1,,12,,0,0,australia,1017,1017,Schloss3,60,1,1,75,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24199.png,?,0,1,,,,,,,,,,,,,,0,0,0,0,,,,,http://www.eyeonwater.org/media/eyeonwater_upload/24199.png,Schloss3
24198,1,5/8/2023 10:09:11 AM,1,5/8/2023 10:09:09 AM,48.7732159,9.1660441,1020359,6236468,10,png,5/8/2023 8:13:46 AM,Android,motorola edge 20,06a6b2f4ac59ebe0,7,,,16,15,0,1.22,australia,1015,1015,Schloss1,80,3,1,100,0,7,0,0,https://eyeonwater.org/media/eyeonwater_upload/24198.png,?,0,1,,,,50.616504362847,,,,,,,0,27.527452117278,19,0,0,0,0,,0,50.616504362847,15,http://www.eyeonwater.org/media/eyeonwater_upload/24198.png,Schloss1
24197,1,5/8/2023 10:09:11 AM,1,5/8/2023 10:02:10 AM,48.7727127,9.1643216,1020167,6236383,10,png,5/8/2023 8:06:48 AM,Android,Pixel 3a,778ba90dd5718e7f,1,,1,13,21,0,0.42,australia,254,254,reiner,310,26,3,100,0,6.75,0,0,https://eyeonwater.org/media/eyeonwater_upload/24197.png,?,0,1,,,,16.050411819793,,,,,,,0,322.13391856674,1,0,0,0,0,,0,16.050411819793,21,http://www.eyeonwater.org/media/eyeonwater_upload/24197.png,reiner
24196,1,5/8/2023 10:01:56 AM,1,5/8/2023 10:01:55 AM,48.7732114,9.1658795,1020341,6236467,10,png,5/8/2023 8:06:33 AM,Android,motorola edge 20,174e52765fc8ab1d,2,1,,17,17,0,0,australia,1016,1016,Schloss2,80,3,1,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24196.png,?,0,1,,,,38.480007161514,,,,,,,0,11.318045643858,21,0,0,0,0,,0,38.480007161514,17,http://www.eyeonwater.org/media/eyeonwater_upload/24196.png,Schloss2
24193,1,5/6/2023 1:01:04 PM,1,5/6/2023 1:01:03 PM,49.0751127,8.3865049,933581,6287616,10,png,5/6/2023 11:05:35 AM,Android,Pixel 3a,778ba90dd5718e7f,0,,1,7,7,0,3,australia,254,254,reiner,310,26,3,25,15,6.75,0,0,https://eyeonwater.org/media/eyeonwater_upload/24193.png,?,0,1,,,111.63356884081,112.2478762737,,,,,,120.96706929637,7,121.0289367104,7,0,0,0,0,111.63356884081,7,112.2478762737,7,http://www.eyeonwater.org/media/eyeonwater_upload/24193.png,reiner
24189,1,5/4/2023 10:30:43 AM,1,5/4/2023 10:30:40 AM,48.4749182,9.1755003,1021412,6186231,0,png,5/4/2023 8:35:11 AM,Android,SM-A528B,d180041c7522467c,0,,1,17,16,0,0.3,eowcolor,0,,,,,,0,13,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24189.png,?,0,1,,,43.000656906495,92.539207375003,,,,,,39.7508735635,16,93.164840570134,9,0,0,0,0,43.000656906495,16,92.539207375003,9,http://www.eyeonwater.org/media/eyeonwater_upload/24189.png,
24188,1,5/4/2023 10:30:43 AM,1,5/4/2023 10:30:06 AM,48.4749493,9.1751126,1021368,6186236,0,png,5/4/2023 8:34:38 AM,Android,2201117TY,96dbe6aa8ff88802,4,,,16,,0,0.68,eowcolor,0,,,,,,0,13,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24188.png,?,0,1,,,,,,,,,,,,,,0,0,0,0,,,,,http://www.eyeonwater.org/media/eyeonwater_upload/24188.png,
24187,1,5/4/2023 10:27:50 AM,1,5/4/2023 10:27:48 AM,48.4749493,9.1751126,1021368,6186236,0,png,5/4/2023 8:32:19 AM,Android,2201117TY,96dbe6aa8ff88802,0,,1,13,14,0,0.68,eowcolor,0,,,,,,0,13,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24187.png,?,0,1,,,,51.281562730054,,,,,,,0,93.96272134669,9,0,0,0,0,,0,51.281562730054,14,http://www.eyeonwater.org/media/eyeonwater_upload/24187.png,
24173,1,4/30/2023 1:02:34 PM,1,4/30/2023 1:02:33 PM,47.5388831,9.7361914,1083827,6030481,0,png,4/30/2023 11:06:57 AM,Android,SM-A515F,1fd019c967dc9509,-4,,,7,5,0,1,eowcolor,0,,,,,,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24173.png,?,0,1,,,,176.49786667891,,,,,,,0,211.3202300767,3,0,0,0,0,,0,176.49786667891,5,http://www.eyeonwater.org/media/eyeonwater_upload/24173.png,
24167,1,4/28/2023 7:11:26 AM,1,4/27/2023 7:01:08 PM,49.09615473938,8.398226365503,934886,6291192,10,png,4/27/2023 5:05:28 PM,iOS,"iPhone13,3",D43B3807-2E62-4812-BC5D-5211BD9B7AAE,2,,1,5,7,0,0,australia,695,695,Netti,410,39,3,50,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24167.png,?,0,1,,,,117.10929069385,,,,,,,0,175.80553656116,5,0,0,0,0,,0,117.10929069385,7,http://www.eyeonwater.org/media/eyeonwater_upload/24167.png,Netti
24166,1,4/27/2023 7:00:48 PM,1,4/27/2023 7:00:46 PM,49.076931178261,8.394116225038,934428,6287925,10,png,4/27/2023 5:05:07 PM,iOS,"iPhone13,3",D43B3807-2E62-4812-BC5D-5211BD9B7AAE,1,,1,5,8,0,0,australia,695,695,Netti,410,39,3,50,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24166.png,?,0,1,,,,95.200856810109,,,,,,,0,177.01391520734,5,0,0,0,0,,0,95.200856810109,8,http://www.eyeonwater.org/media/eyeonwater_upload/24166.png,Netti
24165,1,4/27/2023 7:00:05 PM,1,4/27/2023 7:00:04 PM,49.085822050867,8.3503005281602,929551,6289436,10,png,4/27/2023 5:04:26 PM,iOS,"iPhone13,3",D43B3807-2E62-4812-BC5D-5211BD9B7AAE,4,,,5,19,0,0,australia,695,695,Netti,410,39,3,50,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24165.png,?,0,1,,,,28.961002630494,,,,,,,0,318.54462420246,1,0,0,0,0,,0,28.961002630494,19,http://www.eyeonwater.org/media/eyeonwater_upload/24165.png,Netti
24164,1,4/27/2023 6:59:39 PM,1,4/27/2023 6:59:37 PM,49.086412926678,8.3544612382102,930014,6289536,10,png,4/27/2023 5:03:58 PM,iOS,"iPhone13,3",D43B3807-2E62-4812-BC5D-5211BD9B7AAE,4,,,5,6,0,0,australia,695,695,Netti,410,39,3,50,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24164.png,?,0,1,,,,154.42410497432,,,,,,,0,237.62779151511,1,0,0,0,0,,0,154.42410497432,6,http://www.eyeonwater.org/media/eyeonwater_upload/24164.png,Netti
24163,1,4/27/2023 6:59:06 PM,1,4/27/2023 6:59:05 PM,49.087701877625,8.3700696844686,931751,6289755,10,png,4/27/2023 5:03:26 PM,iOS,"iPhone13,3",D43B3807-2E62-4812-BC5D-5211BD9B7AAE,4,,1,6,6,0,0,australia,695,695,Netti,410,39,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/24163.png,?,0,1,,,,141.80494835044,,,,,,,0,159.47281266736,6,0,0,0,0,,0,141.80494835044,6,http://www.eyeonwater.org/media/eyeonwater_upload/24163.png,Netti
23817,1,3/15/2023 10:42:50 AM,1,3/15/2023 10:42:48 AM,48.772912513574,9.1653915308435,1020286,6236416,0,png,3/15/2023 8:58:21 AM,iOS,"iPhone13,3",D43B3807-2E62-4812-BC5D-5211BD9B7AAE,-2,,,14,12,0,0.63,australia,695,695,Netti,410,39,3,50,0,6,0,0,https://eyeonwater.org/media/eyeonwater_upload/23817.png,?,0,1,,,63.325964999552,66.375785334305,,,,,,58.798697447556,13,62.328590349723,12,0,0,0,0,63.325964999552,12,66.375785334305,12,http://www.eyeonwater.org/media/eyeonwater_upload/23817.png,Netti
23816,1,3/15/2023 10:42:50 AM,1,3/15/2023 10:33:51 AM,48.773024705503,9.1652761719834,1020273,6236435,10,png,3/15/2023 8:55:53 AM,iOS,"iPhone13,3",D43B3807-2E62-4812-BC5D-5211BD9B7AAE,8,,,15,14,0,0.63,australia,695,695,Netti,410,39,3,50,0,6,0,0,https://eyeonwater.org/media/eyeonwater_upload/23816.png,?,0,1,,,53.493287841353,57.500273654737,,,,,,53.025371962987,14,52.023160731666,14,0,0,0,0,53.493287841353,14,57.500273654737,13,http://www.eyeonwater.org/media/eyeonwater_upload/23816.png,Netti
23815,1,3/15/2023 10:33:33 AM,1,3/15/2023 10:33:28 AM,48.773097125953,9.1653707370485,1020284,6236448,10,png,3/15/2023 8:56:41 AM,iOS,"iPhone13,3",D43B3807-2E62-4812-BC5D-5211BD9B7AAE,0,,,16,15,0,0.63,australia,695,695,Netti,410,39,3,50,0,6,0,0,https://eyeonwater.org/media/eyeonwater_upload/23815.png,?,0,1,,,50.186539562144,51.587177162691,,,,,,46.352976319169,15,48.109320607459,15,0,0,0,0,50.186539562144,15,51.587177162691,14,http://www.eyeonwater.org/media/eyeonwater_upload/23815.png,Netti
23814,1,3/15/2023 10:33:33 AM,1,3/15/2023 10:33:12 AM,48.773026169739,9.1653665623871,1020283,6236436,10,png,3/15/2023 8:54:33 AM,iOS,"iPhone13,3",D43B3807-2E62-4812-BC5D-5211BD9B7AAE,13,,,15,13,0,0.63,australia,695,695,Netti,410,39,3,50,0,6,0,0,https://eyeonwater.org/media/eyeonwater_upload/23814.png,?,0,1,,,60.769606269057,61.688356484022,,,,,,57.657701763143,13,58.600634559901,13,0,0,0,0,60.769606269057,13,61.688356484022,13,http://www.eyeonwater.org/media/eyeonwater_upload/23814.png,Netti
23807,1,3/15/2023 10:31:54 AM,1,3/15/2023 9:54:07 AM,48.772954170553,9.1651751412283,1020262,6236423,0,png,3/15/2023 8:57:21 AM,iOS,"iPhone13,3",D43B3807-2E62-4812-BC5D-5211BD9B7AAE,1,,,14,12,0,0.63,australia,695,695,Netti,410,39,3,75,0,6,0,0,https://eyeonwater.org/media/eyeonwater_upload/23807.png,?,0,1,,,66.068685311125,68.764480445075,,,,,,62.128302371108,13,65.022032827408,12,0,0,0,0,66.068685311125,12,68.764480445075,11,http://www.eyeonwater.org/media/eyeonwater_upload/23807.png,Netti
23806,1,3/15/2023 10:31:54 AM,1,3/15/2023 9:54:07 AM,48.772927720744,9.1652604623332,1020272,6236419,0,png,3/15/2023 8:57:52 AM,iOS,"iPhone13,3",D43B3807-2E62-4812-BC5D-5211BD9B7AAE,6,,,14,12,0,0.63,australia,695,695,Netti,410,39,3,50,0,6,0,0,https://eyeonwater.org/media/eyeonwater_upload/23806.png,?,0,1,,,66.225799530096,68.607522843283,,,,,,63.098347357522,12,65.70115421685,12,0,0,0,0,66.225799530096,12,68.607522843283,11,http://www.eyeonwater.org/media/eyeonwater_upload/23806.png,Netti
23802,1,3/15/2023 10:31:54 AM,1,3/15/2023 9:53:08 AM,48.772956372169,9.1650901640562,1020253,6236424,10,png,3/15/2023 8:55:22 AM,iOS,"iPhone13,3",D43B3807-2E62-4812-BC5D-5211BD9B7AAE,1,,,15,14,0,0.63,australia,695,695,Netti,410,39,3,50,0,6,0,0,https://eyeonwater.org/media/eyeonwater_upload/23802.png,?,0,1,,,56.201358241993,56.566334846665,,,,,,46.696345471953,15,44.533401796112,16,0,0,0,0,56.201358241993,14,56.566334846665,13,http://www.eyeonwater.org/media/eyeonwater_upload/23802.png,Netti
23793,1,3/15/2023 9:49:32 AM,1,3/15/2023 9:49:29 AM,48.772950852572,9.1654299858829,1020290,6236423,10,png,3/15/2023 8:53:43 AM,iOS,"iPhone13,3",D43B3807-2E62-4812-BC5D-5211BD9B7AAE,3,,,15,13,0,0.63,australia,695,695,Netti,410,39,3,50,0,6,0,0,https://eyeonwater.org/media/eyeonwater_upload/23793.png,?,0,1,,,58.155651269714,78.995833117502,,,,,,51.603285410214,14,96.009745722142,8,0,0,0,0,58.155651269714,13,78.995833117502,10,http://www.eyeonwater.org/media/eyeonwater_upload/23793.png,Netti
23708,1,3/8/2023 10:56:43 AM,1,3/8/2023 10:56:39 AM,48.670534950023,9.1619375948934,1019902,6219141,0,png,3/8/2023 10:00:42 AM,iOS,"iPhone12,3",ECD7702F-37FC-4C9B-9387-F7FB643FE644,7,,,2,18,0,0,australia,0,,,,,,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/23708.png,?,0,1,,,,31.948079472158,,,,,,,0,26.20404749966,20,0,0,0,0,,0,31.948079472158,18,http://www.eyeonwater.org/media/eyeonwater_upload/23708.png,
23636,1,3/5/2023 6:04:14 PM,1,3/5/2023 6:03:58 PM,47.5057486,9.7472757,1085061,6025019,0,png,3/5/2023 2:12:21 PM,Android,SM-A515F,1fd019c967dc9509,0,,1,6,5,0,5,eowcolor,0,,,,,,25,6,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/23636.png,?,0,1,,,,168.42359507524,,,,,,,0,188.5693352333,5,0,0,0,0,,0,168.42359507524,5,http://www.eyeonwater.org/media/eyeonwater_upload/23636.png,
23507,1,2/22/2023 5:09:08 AM,1,2/21/2023 2:50:52 PM,48.920046631292,9.1686784755524,1020652,6261305,10,png,2/21/2023 1:54:11 PM,iOS,"iPhone14,5",C6F2F3B4-1D00-49E0-B57A-ED202A9A5B8E,1,,,13,11,0,0,australia,1073,1073,ZehraB,60,1,1,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/23507.png,?,0,1,,,68.898523293321,71.186859118186,,,,,,67.259529876137,12,69.584697493652,11,0,0,0,0,68.898523293321,11,71.186859118186,11,http://www.eyeonwater.org/media/eyeonwater_upload/23507.png,ZehraB
23505,1,2/21/2023 2:50:32 PM,1,2/21/2023 11:43:51 AM,47.5060806,9.7479294,1085134,6025074,0,png,2/21/2023 9:37:55 AM,Android,SM-A515F,1fd019c967dc9509,0,,,6,7,0,2,eowcolor,0,,,,,,0,6,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/23505.png,?,0,1,,,,113.30504203938,,,,,,,0,117.87367487873,7,0,0,0,0,,0,113.30504203938,7,http://www.eyeonwater.org/media/eyeonwater_upload/23505.png,
23498,1,2/21/2023 11:43:59 AM,1,2/21/2023 11:24:04 AM,47.5071,9.7488493,1085236,6025242,0,png,1/30/2023 9:49:07 AM,Android,SM-A515F,1fd019c967dc9509,0,,1,4,2,0,15,eowcolor,0,,,,,,75,5,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/23498.png,?,0,1,,,220.9604455375,234.50620886526,,,,,,223.00540222085,2,236.06037776066,1,0,0,0,0,220.9604455375,2,234.50620886526,1,http://www.eyeonwater.org/media/eyeonwater_upload/23498.png,
